Cycle#,Sensor_11,Sensor_9,Sensor_12,Sensor_4
181,47.55,9099.51,521.12,1417.32
182,47.77,9099.43,520.3,1413.15
183,47.74,9098.74,521.32,1409.14
184,47.9,9110.47,520.55,1414.72
185,47.97,9098.99,520.65,1414.12
186,47.65,9107.87,521.17,1418.46
187,47.72,9112.47,520.98,1420.22
188,47.84,9116.94,520.61,1420.56
189,47.82,9116.88,520.8,1421.09
190,47.52,9109.74,520.89,1421.2
191,47.8,9114.68,520.84,1415.36
192,47.85,9120.14,520.56,1418.73
193,47.72,9115.98,521.13,1419.76
194,47.77,9117.9,520.49,1422.46
195,47.82,9125.32,520.57,1421.22
196,47.77,9117.01,520.95,1414.8
197,47.86,9121.2,520.62,1419.88
198,47.87,9119.39,520.34,1416.36
199,47.84,9120.93,520.59,1419.63
200,47.86,9126.41,520.2,1421.77
201,47.96,9133.0,520.47,1416.68
202,47.92,9130.02,520.59,1417.11
203,47.81,9128.06,520.52,1424.74
204,47.98,9131.22,520.56,1421.35
205,48.03,9139.97,520.04,1415.37
206,47.87,9137.83,520.97,1419.32
207,47.99,9142.0,520.4,1420.83
208,47.95,9141.47,520.06,1428.41
209,48.15,9148.09,520.37,1422.52
210,48.19,9143.5,520.4,1421.63
211,48.06,9143.75,520.17,1429.42
212,48.25,9149.0,520.08,1423.13
213,48.32,9149.92,519.69,1434.97
214,48.03,9155.38,519.6,1431.63
215,48.17,9147.43,519.94,1423.4
216,48.34,9152.86,520.07,1428.74
1,47.38,9061.05,521.97,1394.47
2,47.1,9060.98,522.16,1400.28
3,47.46,9058.45,522.24,1405.86
4,47.27,9070.31,522.39,1402.98
5,47.34,9063.56,521.59,1403.11
6,47.43,9063.49,522.52,1402.05
7,47.27,9062.42,522.14,1403.07
8,47.42,9065.01,522.33,1400.34
9,47.26,9057.52,522.27,1403.2
10,47.4,9064.16,521.94,1399.21
11,47.37,9053.78,522.31,1407.86
12,47.43,9055.35,521.86,1408.09
13,47.37,9055.01,521.33,1404.46
14,47.19,9057.99,521.55,1407.37
15,47.32,9064.62,521.54,1405.38
16,47.3,9066.25,521.83,1402.89
17,47.33,9071.06,521.58,1407.31
18,47.24,9062.85,522.54,1403.38
19,47.37,9063.3,522.34,1396.44
20,47.35,9064.56,522.42,1405.74
21,47.04,9061.6,521.54,1401.32
22,47.27,9064.92,522.21,1395.81
23,47.25,9058.76,521.5,1399.29
24,47.4,9063.3,521.63,1398.86
25,47.43,9057.63,521.86,1400.98
26,47.26,9061.21,522.32,1402.15
27,47.22,9066.89,522.35,1397.25
28,47.24,9064.79,522.07,1403.94
29,47.17,9061.53,522.02,1399.87
30,47.34,9072.27,521.54,1399.82
31,47.31,9060.51,522.39,1406.62
32,47.34,9066.2,521.91,1407.89
33,47.57,9057.76,522.15,1399.88
34,47.26,9059.3,521.95,1401.65
35,47.18,9063.73,522.12,1401.11
36,47.31,9058.68,521.56,1401.59
37,47.3,9062.22,521.85,1398.96
38,47.25,9060.2,522.0,1400.8
39,47.27,9065.47,521.89,1406.29
40,47.41,9062.14,521.65,1398.87
41,47.32,9057.53,522.65,1402.36
42,47.3,9059.64,521.96,1394.88
43,47.34,9053.32,522.16,1397.3
44,47.28,9062.87,521.78,1402.05
45,47.45,9062.8,521.98,1400.26
46,47.44,9060.84,522.05,1402.15
47,47.3,9068.75,521.89,1409.7
48,47.29,9060.92,521.76,1398.01
49,47.39,9063.44,522.01,1402.59
50,47.31,9059.09,521.46,1398.57
51,47.24,9059.39,522.24,1399.31
52,47.35,9059.98,522.14,1400.06
53,47.41,9062.13,522.33,1401.36
54,47.35,9056.41,522.31,1406.55
55,47.26,9056.0,521.89,1401.41
56,47.29,9052.4,522.18,1401.12
57,47.57,9061.89,521.98,1407.54
58,47.42,9056.74,522.04,1407.56
59,47.35,9062.18,522.06,1406.69
60,47.37,9063.32,522.19,1404.46
61,47.38,9057.06,521.98,1403.87
62,47.47,9056.64,521.63,1404.65
63,47.42,9061.81,522.02,1398.8
64,47.41,9060.55,521.91,1397.83
65,47.36,9062.84,522.22,1403.63
66,47.41,9068.24,521.56,1404.1
67,47.48,9068.1,522.44,1402.71
68,47.32,9061.03,521.47,1402.35
69,47.38,9051.05,521.27,1408.68
70,47.36,9059.26,522.1,1404.95
71,47.28,9069.22,521.65,1398.67
72,47.31,9062.64,521.58,1405.07
73,47.47,9060.67,521.9,1408.1
74,47.56,9058.67,522.16,1403.97
75,47.5,9062.86,522.06,1405.22
76,47.28,9062.71,522.18,1398.63
77,47.25,9058.71,522.05,1398.4
78,47.44,9055.01,521.81,1404.35
79,47.6,9061.83,522.01,1406.7
80,47.36,9065.39,521.82,1406.18
81,47.35,9059.34,521.77,1402.4
82,47.46,9066.7,521.8,1399.06
83,47.42,9065.41,521.91,1404.95
84,47.33,9064.72,521.41,1406.94
85,47.41,9061.74,521.64,1402.36
86,47.49,9064.32,522.01,1407.56
87,47.46,9061.2,521.8,1405.89
88,47.38,9053.9,521.86,1404.17
89,47.23,9063.93,522.14,1406.99
90,47.33,9058.67,521.9,1404.58
91,47.27,9065.23,521.66,1404.74
92,47.28,9060.06,522.15,1398.73
93,47.13,9058.16,521.39,1408.3
94,47.31,9057.91,521.49,1406.39
95,47.55,9059.01,521.83,1407.3
96,47.36,9058.76,521.79,1401.27
97,47.6,9057.74,522.14,1407.65
98,47.45,9057.18,521.52,1409.05
99,47.47,9067.13,522.24,1400.96
100,47.5,9063.05,521.6,1415.23
101,47.4,9062.45,522.0,1409.67
102,47.47,9064.68,521.53,1402.73
103,47.42,9067.16,521.7,1401.47
104,47.28,9057.87,521.6,1404.26
105,47.43,9067.67,521.5,1409.14
106,47.33,9059.09,521.58,1399.94
107,47.5,9064.57,521.57,1408.89
108,47.55,9065.52,521.63,1412.22
109,47.55,9059.27,521.06,1405.58
110,47.44,9061.03,521.63,1405.16
111,47.64,9061.2,521.73,1401.7
112,47.54,9058.46,521.48,1396.6
113,47.49,9062.35,521.57,1403.83
114,47.54,9061.77,521.91,1405.41
115,47.37,9063.61,521.89,1406.2
116,47.57,9069.6,521.49,1414.6
117,47.57,9069.43,521.46,1407.65
118,47.29,9068.61,520.98,1408.11
119,47.53,9067.37,521.27,1404.92
120,47.46,9061.64,521.31,1416.27
121,47.54,9063.22,521.2,1404.85
122,47.43,9063.08,521.22,1406.48
123,47.71,9065.77,521.63,1413.88
124,47.46,9065.64,521.77,1401.82
125,47.51,9060.51,521.8,1406.45
126,47.4,9055.45,522.02,1402.32
127,47.63,9062.61,521.94,1406.38
128,47.54,9061.04,522.05,1405.36
129,47.51,9063.08,521.24,1410.67
130,47.45,9060.9,521.48,1411.24
131,47.62,9062.25,521.26,1409.57
132,47.46,9069.81,521.27,1404.08
133,47.62,9062.94,521.41,1410.27
134,47.6,9058.92,521.15,1409.49
135,47.52,9073.3,521.58,1405.53
136,47.68,9061.9,521.0,1405.61
137,47.78,9068.83,521.1,1411.66
138,47.7,9067.26,520.89,1408.1
139,47.67,9067.38,521.26,1405.22
140,47.66,9062.11,520.62,1405.4
141,47.65,9065.84,521.23,1410.81
142,47.4,9066.34,521.01,1406.16
143,47.77,9067.41,521.23,1417.38
144,47.72,9055.57,520.33,1413.64
145,47.56,9062.23,520.54,1410.01
146,47.78,9065.47,521.16,1413.29
147,47.43,9068.17,520.82,1414.34
148,47.77,9062.91,521.34,1414.94
149,47.59,9066.16,521.08,1415.65
150,47.72,9072.91,521.0,1414.34
151,47.65,9064.72,521.21,1416.34
152,47.52,9064.75,521.42,1410.1
153,47.63,9072.72,520.73,1414.02
154,47.67,9069.58,521.01,1412.42
155,47.7,9071.25,520.94,1409.98
156,47.81,9061.56,520.74,1408.78
157,47.69,9060.55,520.46,1410.3
158,47.67,9063.07,521.11,1414.66
159,47.7,9054.35,521.07,1408.06
160,47.96,9065.86,520.91,1419.06
161,47.7,9071.3,521.13,1414.18
162,47.73,9059.05,520.79,1411.32
163,47.7,9063.88,520.94,1415.74
164,47.7,9066.25,520.56,1416.45
165,47.65,9069.02,520.4,1410.85
166,47.79,9069.51,520.59,1418.39
167,47.88,9074.56,520.49,1418.51
168,47.87,9062.37,520.48,1417.77
169,47.84,9063.56,520.84,1419.87
170,47.73,9065.38,520.26,1420.22
171,47.99,9055.89,520.51,1416.96
172,47.98,9055.72,520.49,1421.67
173,47.76,9060.04,520.42,1416.72
174,47.87,9067.71,520.65,1420.3
175,47.87,9067.4,520.01,1425.55
176,47.72,9068.33,520.34,1416.81
177,47.9,9068.03,520.5,1421.39
178,47.94,9068.07,520.6,1429.26
179,47.78,9066.84,519.83,1422.85
180,47.9,9062.66,520.45,1422.19
181,48.0,9066.43,519.61,1423.19
182,48.14,9066.21,520.62,1419.02
183,48.0,9055.81,519.85,1420.31
184,47.97,9067.14,520.49,1422.49
185,47.88,9060.02,520.17,1424.57
186,47.99,9069.86,519.69,1420.03
187,47.96,9067.55,520.41,1420.56
188,47.98,9059.97,519.77,1426.14
189,48.08,9061.88,519.92,1425.11
190,48.14,9061.79,519.95,1425.06
191,48.13,9058.64,520.11,1429.17
192,47.94,9062.13,520.3,1424.39
193,48.07,9063.55,520.14,1423.5
194,48.13,9073.27,519.29,1425.53
195,48.11,9069.16,519.79,1428.71
196,47.97,9066.91,519.68,1427.68
1,47.08,9056.32,522.02,1392.51
2,47.22,9052.6,522.26,1397.92
3,47.31,9059.05,521.94,1402.59
4,47.24,9060.43,522.32,1403.11
5,47.1,9051.42,522.52,1396.1
6,47.24,9054.78,522.39,1401.53
7,47.22,9056.25,522.23,1399.35
8,47.24,9055.62,522.3,1408.26
9,47.24,9055.7,522.41,1402.13
10,47.23,9056.23,521.66,1392.57
11,47.0,9054.88,522.82,1392.9
12,47.33,9054.61,522.41,1392.18
13,47.37,9056.03,522.19,1396.87
14,47.17,9055.74,522.23,1389.83
15,47.27,9049.55,522.21,1401.37
16,47.14,9045.69,522.16,1403.54
17,47.09,9051.58,522.57,1391.52
18,47.2,9054.41,522.43,1391.45
19,47.12,9055.6,522.68,1397.75
20,47.24,9059.35,522.33,1396.72
21,47.3,9055.45,522.4,1406.47
22,47.27,9056.2,522.15,1401.18
23,46.98,9062.02,522.5,1397.37
24,47.36,9058.97,522.73,1399.52
25,47.29,9052.42,522.16,1396.5
26,47.35,9059.15,522.21,1396.91
27,47.41,9058.81,522.45,1402.89
28,47.15,9050.19,522.55,1397.76
29,47.33,9049.92,522.23,1399.45
30,47.09,9056.49,522.58,1401.48
31,47.23,9050.11,522.12,1395.89
32,47.31,9057.38,522.06,1398.38
33,47.24,9046.8,522.43,1400.17
34,47.14,9057.05,522.08,1397.26
35,47.14,9054.58,522.31,1394.03
36,47.12,9060.7,522.18,1401.36
37,47.24,9046.6,522.55,1401.09
38,47.37,9057.12,522.1,1402.39
39,47.43,9051.97,522.36,1402.98
40,47.46,9048.42,522.09,1399.59
41,47.28,9056.53,522.42,1395.35
42,47.25,9057.91,522.09,1393.56
43,47.25,9052.57,522.52,1401.26
44,47.31,9050.46,522.33,1399.4
45,47.36,9050.04,522.78,1397.69
46,47.19,9057.57,522.59,1403.2
47,47.4,9064.76,522.57,1397.52
48,47.26,9060.49,522.08,1395.26
49,47.18,9052.03,522.08,1399.86
50,47.24,9055.87,522.33,1402.28
51,47.21,9062.03,522.19,1404.44
52,47.13,9058.17,522.26,1397.17
53,47.3,9057.99,522.41,1393.86
54,47.27,9051.19,522.23,1404.57
55,47.3,9048.74,521.93,1394.98
56,47.36,9048.36,521.89,1399.56
57,47.37,9055.64,522.66,1392.25
58,47.11,9060.71,522.23,1397.47
59,47.19,9057.07,521.88,1404.68
60,47.3,9056.63,522.32,1402.7
61,47.19,9050.78,522.41,1393.56
62,47.3,9062.01,521.82,1406.74
63,47.13,9059.21,521.66,1408.87
64,47.25,9058.83,521.89,1396.52
65,47.39,9058.19,522.69,1395.71
66,47.32,9051.34,521.59,1397.85
67,47.34,9042.97,521.13,1396.13
68,47.29,9059.91,521.82,1404.65
69,47.28,9051.34,522.19,1395.47
70,47.25,9051.0,521.65,1398.12
71,47.24,9053.52,522.04,1398.33
72,47.33,9055.29,522.13,1399.32
73,47.3,9052.1,522.27,1398.09
74,47.34,9057.26,521.89,1399.5
75,47.13,9055.68,521.91,1405.31
76,47.25,9052.26,521.9,1399.38
77,47.37,9049.28,522.2,1402.19
78,47.39,9053.42,522.02,1404.39
79,47.39,9052.87,522.08,1404.41
80,47.17,9057.28,522.16,1399.8
81,47.24,9054.45,521.96,1396.92
82,47.28,9047.6,522.09,1406.96
83,47.44,9053.61,522.68,1400.57
84,47.45,9050.11,522.25,1400.41
85,47.24,9057.08,522.12,1402.42
86,47.45,9053.93,521.68,1406.32
87,47.25,9055.88,521.9,1399.63
88,47.23,9052.05,521.43,1405.14
89,47.27,9054.94,522.09,1402.46
90,47.46,9049.58,521.84,1397.98
91,47.17,9049.64,522.16,1409.55
92,47.46,9063.58,522.11,1400.17
93,47.25,9060.73,522.16,1401.12
94,47.26,9048.29,521.71,1403.83
95,47.24,9058.33,521.95,1400.9
96,47.24,9051.48,521.52,1404.43
97,47.45,9057.16,522.25,1401.48
98,47.19,9052.41,522.26,1408.2
99,47.38,9055.61,521.98,1401.77
100,47.42,9052.92,522.22,1403.32
101,47.35,9052.91,522.13,1399.16
102,47.34,9052.38,521.56,1406.12
103,47.37,9051.35,522.12,1402.32
104,47.43,9055.49,521.98,1398.11
105,47.29,9053.39,521.78,1409.21
106,47.37,9053.11,521.96,1403.34
107,47.4,9054.37,522.29,1399.98
108,47.31,9061.51,521.93,1411.24
109,47.31,9053.88,521.57,1403.07
110,47.41,9052.99,522.08,1405.36
111,47.36,9053.49,521.55,1408.64
112,47.47,9055.75,521.63,1403.45
113,47.3,9053.43,521.69,1407.02
114,47.42,9051.93,521.95,1400.5
115,47.46,9056.54,521.21,1404.07
116,47.36,9051.81,522.43,1403.23
117,47.33,9064.11,521.9,1402.84
118,47.33,9053.47,522.32,1399.44
119,47.46,9055.71,521.99,1393.69
120,47.42,9056.0,522.31,1401.69
121,47.48,9051.01,521.82,1405.57
122,47.35,9051.36,521.68,1406.2
123,47.4,9053.42,521.6,1405.65
124,47.41,9050.77,521.58,1404.41
125,47.48,9053.86,521.86,1404.92
126,47.27,9055.43,521.47,1398.6
127,47.28,9058.88,521.4,1405.41
128,47.54,9051.32,521.54,1403.74
129,47.24,9053.65,521.73,1402.12
130,47.58,9050.16,521.4,1397.85
131,47.51,9051.8,522.04,1411.13
132,47.4,9052.84,521.96,1402.99
133,47.63,9063.43,521.67,1401.2
134,47.39,9053.14,521.68,1400.71
135,47.55,9052.8,521.32,1407.53
136,47.57,9049.85,521.71,1402.51
137,47.63,9058.14,521.37,1401.37
138,47.55,9057.54,521.15,1412.68
139,47.48,9049.13,521.89,1411.71
140,47.49,9049.1,521.11,1410.57
141,47.28,9057.82,521.12,1406.15
142,47.31,9053.33,521.42,1403.9
143,47.6,9056.16,521.37,1407.72
144,47.51,9046.28,521.73,1405.78
145,47.51,9060.03,521.55,1403.53
146,47.62,9044.78,521.35,1406.05
147,47.38,9046.38,521.18,1413.65
148,47.68,9049.39,521.44,1402.5
149,47.49,9051.92,521.54,1411.24
150,47.64,9045.47,521.42,1412.85
151,47.55,9046.6,520.95,1411.83
152,47.62,9050.87,521.31,1404.12
153,47.4,9050.13,521.24,1408.88
154,47.64,9054.22,521.88,1413.02
155,47.54,9047.45,521.25,1407.27
156,47.4,9043.64,520.89,1402.82
157,47.47,9052.16,521.33,1406.14
158,47.57,9049.24,521.23,1412.63
159,47.51,9048.12,520.99,1408.76
160,47.65,9054.29,521.33,1412.27
161,47.54,9054.57,520.92,1406.44
162,47.61,9054.62,521.35,1403.67
163,47.71,9054.96,520.44,1414.82
164,47.68,9053.09,521.11,1402.03
165,47.47,9052.22,521.46,1411.59
166,47.72,9045.46,521.36,1413.1
167,47.82,9047.54,521.22,1413.16
168,47.55,9048.3,520.49,1417.67
169,47.73,9054.98,520.84,1415.39
170,47.5,9045.91,521.27,1419.71
171,47.78,9042.18,520.98,1413.41
172,47.88,9047.62,520.66,1414.79
173,47.71,9046.69,521.2,1421.28
174,47.7,9048.7,520.61,1408.48
175,47.93,9046.09,520.49,1412.74
176,47.66,9048.48,520.68,1425.33
177,48.04,9047.99,520.74,1415.62
178,47.72,9043.3,520.48,1416.44
179,47.61,9041.96,521.16,1422.57
180,47.71,9041.17,520.9,1419.86
181,47.86,9046.88,520.96,1420.38
182,47.83,9048.26,520.67,1409.49
183,47.77,9045.43,520.76,1424.6
184,47.91,9042.07,520.04,1417.62
185,47.83,9047.75,520.14,1421.94
186,47.9,9040.65,519.88,1423.01
187,47.86,9045.92,519.72,1423.47
188,47.86,9043.24,519.82,1417.53
189,48.09,9051.14,520.12,1419.61
190,48.01,9048.33,519.94,1421.69
191,47.96,9045.49,520.3,1430.8
192,47.93,9035.48,520.17,1425.77
193,48.03,9042.65,520.38,1426.15
194,48.04,9040.11,520.05,1424.64
195,47.97,9040.16,519.79,1417.3
196,47.96,9046.22,520.2,1428.56
197,47.82,9043.59,520.85,1423.51
198,47.85,9042.21,519.83,1428.28
199,48.14,9048.06,519.85,1429.39
200,47.98,9040.88,520.02,1427.07
201,48.12,9043.28,519.81,1432.08
202,48.23,9047.45,519.91,1420.43
203,48.09,9041.64,519.67,1433.01
204,48.14,9036.58,519.56,1427.41
205,48.22,9041.39,519.49,1431.71
206,48.13,9046.79,520.33,1426.61
207,48.03,9035.0,519.37,1427.53
1,47.17,9061.49,522.14,1399.96
2,47.39,9068.98,521.83,1398.69
3,47.24,9065.18,522.13,1403.39
4,47.18,9066.56,522.17,1400.65
5,47.23,9069.94,522.48,1397.06
6,47.32,9068.57,521.72,1395.61
7,47.34,9071.36,521.88,1396.38
8,47.28,9064.69,522.43,1400.99
9,47.26,9071.25,522.21,1399.25
10,47.35,9065.61,522.1,1397.72
11,47.29,9074.27,522.09,1400.62
12,47.36,9070.32,521.9,1401.81
13,47.26,9062.02,522.01,1398.39
14,47.29,9073.43,522.02,1397.95
15,47.43,9071.01,522.26,1400.41
16,47.14,9062.57,522.59,1399.49
17,47.17,9075.58,522.47,1392.66
18,47.33,9060.72,522.1,1398.5
19,47.41,9063.16,522.05,1397.23
20,47.12,9062.78,522.51,1400.22
21,47.5,9059.52,521.91,1400.56
22,47.45,9068.32,522.39,1402.21
23,47.16,9064.61,522.86,1407.4
24,47.13,9065.44,522.48,1403.85
25,47.11,9063.75,522.28,1407.01
26,47.24,9066.35,522.16,1407.53
27,47.28,9062.5,522.37,1402.76
28,47.25,9071.97,522.32,1402.16
29,47.36,9073.66,522.64,1399.05
30,47.28,9063.61,522.26,1392.49
31,47.46,9065.73,522.45,1402.58
32,47.33,9064.1,521.73,1394.85
33,47.25,9067.97,522.07,1399.83
34,47.37,9058.88,522.01,1399.0
35,47.26,9065.14,522.36,1399.18
36,47.18,9073.65,522.24,1403.19
37,47.23,9063.49,522.22,1394.51
38,47.36,9069.46,522.91,1403.97
39,47.35,9075.7,521.75,1394.96
40,47.05,9068.47,522.11,1396.7
41,47.31,9060.24,522.53,1394.48
42,47.25,9063.75,521.95,1400.18
43,47.25,9069.04,521.94,1405.43
44,47.04,9074.0,522.59,1403.83
45,47.33,9068.97,522.44,1394.85
46,47.33,9066.21,521.81,1398.48
47,47.2,9069.1,521.61,1401.37
48,47.32,9068.96,522.46,1399.46
49,47.33,9067.32,522.2,1392.92
50,47.26,9063.74,522.32,1400.73
51,47.23,9072.71,521.68,1398.62
52,47.37,9065.4,522.17,1392.05
53,47.28,9062.04,522.38,1402.1
54,47.38,9071.95,521.77,1403.48
55,47.26,9067.62,522.69,1403.39
56,47.23,9063.37,521.92,1395.94
57,47.22,9062.15,522.56,1397.99
58,47.3,9066.53,521.53,1400.81
59,47.25,9066.76,521.68,1393.48
60,47.35,9062.36,521.93,1402.46
61,47.35,9066.78,522.77,1399.97
62,47.17,9062.4,521.92,1403.45
63,47.32,9067.78,522.21,1400.23
64,47.36,9063.03,521.88,1398.84
65,47.25,9060.22,521.83,1401.47
66,47.3,9067.99,522.1,1402.3
67,47.38,9060.12,522.31,1404.48
68,47.23,9066.17,521.82,1407.83
69,47.25,9060.17,521.83,1405.79
70,47.27,9064.31,522.06,1396.19
71,47.33,9068.99,522.28,1395.51
72,47.2,9067.91,521.92,1399.49
73,47.3,9065.42,522.14,1402.47
74,47.32,9073.12,522.22,1398.05
75,47.28,9067.15,521.92,1401.6
76,47.41,9063.49,521.82,1400.94
77,47.35,9067.33,521.28,1403.23
78,47.28,9070.27,521.88,1399.1
79,47.25,9073.42,521.59,1401.22
80,47.43,9068.18,522.15,1400.86
81,47.48,9070.21,521.84,1399.14
82,47.38,9066.55,521.71,1397.73
83,47.17,9064.65,522.5,1401.12
84,47.3,9067.49,521.98,1405.21
85,47.36,9069.47,522.19,1405.19
86,47.19,9067.9,521.77,1405.93
87,47.3,9068.11,521.63,1404.96
88,47.44,9074.25,521.86,1402.94
89,47.43,9071.72,521.72,1396.77
90,47.16,9072.04,521.55,1401.58
91,47.5,9071.77,521.8,1400.62
92,47.4,9075.83,521.45,1406.86
93,47.31,9064.84,522.16,1403.31
94,47.29,9072.58,521.61,1400.99
95,47.27,9069.68,522.07,1398.52
96,47.37,9068.02,522.04,1400.48
97,47.38,9074.74,521.96,1406.64
98,47.39,9072.34,521.37,1410.67
99,47.14,9068.18,521.9,1404.21
100,47.19,9071.68,521.71,1406.94
101,47.36,9075.13,521.95,1401.68
102,47.47,9076.48,522.02,1397.22
103,47.38,9073.87,522.16,1405.48
104,47.44,9073.61,521.62,1401.9
105,47.38,9069.72,521.73,1406.02
106,47.48,9064.98,521.76,1405.94
107,47.38,9071.32,521.71,1405.62
108,47.28,9073.4,521.65,1408.09
109,47.38,9067.61,522.28,1407.15
110,47.41,9067.49,522.16,1402.34
111,47.57,9067.47,522.26,1413.13
112,47.38,9071.86,522.11,1406.74
113,47.52,9065.04,521.35,1402.32
114,47.55,9071.8,522.0,1408.27
115,47.38,9070.93,522.13,1408.59
116,47.48,9069.94,521.55,1409.88
117,47.48,9071.48,521.72,1410.91
118,47.63,9079.02,521.62,1403.0
119,47.36,9062.71,521.69,1397.27
120,47.26,9072.51,521.59,1409.86
121,47.56,9065.63,521.32,1403.65
122,47.46,9070.08,521.5,1400.5
123,47.44,9078.99,521.86,1410.31
124,47.44,9070.73,522.07,1410.38
125,47.59,9070.1,521.47,1408.95
126,47.4,9070.15,522.09,1404.06
127,47.34,9062.7,521.56,1410.69
128,47.38,9065.53,521.09,1410.54
129,47.51,9067.47,521.75,1402.96
130,47.53,9064.41,521.32,1400.09
131,47.37,9076.73,521.28,1402.02
132,47.49,9073.1,521.41,1406.53
133,47.47,9072.61,521.35,1402.16
134,47.65,9067.26,522.07,1403.9
135,47.6,9080.43,521.6,1407.67
136,47.65,9071.05,521.64,1401.34
137,47.65,9077.45,521.34,1404.97
138,47.54,9067.42,521.19,1411.12
139,47.59,9079.32,521.52,1413.54
140,47.64,9076.1,521.95,1409.65
141,47.38,9077.57,521.53,1409.17
142,47.73,9071.84,521.22,1409.27
143,47.66,9079.43,521.63,1406.67
144,47.64,9072.7,521.41,1414.47
145,47.67,9071.99,521.44,1413.63
146,47.67,9075.24,521.27,1411.9
147,47.54,9066.38,521.68,1406.77
148,47.49,9074.88,521.2,1406.18
149,47.6,9074.36,521.25,1419.63
150,47.55,9074.08,521.24,1416.35
151,47.75,9070.79,521.66,1414.73
152,47.85,9082.39,520.99,1414.93
153,47.78,9082.06,521.17,1421.29
154,47.68,9077.87,521.16,1409.05
155,47.78,9080.14,521.08,1417.07
156,47.55,9071.23,521.36,1402.36
157,47.64,9080.27,520.91,1408.39
158,47.77,9071.06,521.26,1417.6
159,47.8,9083.02,520.16,1420.52
160,47.75,9077.91,521.2,1413.09
161,47.71,9075.85,521.36,1412.83
162,47.76,9075.58,521.06,1417.63
163,47.64,9072.43,521.33,1418.28
164,47.54,9076.42,521.16,1414.31
165,47.76,9075.93,520.83,1416.86
166,48.02,9075.68,521.03,1417.72
167,47.67,9078.46,520.48,1415.13
168,47.73,9080.31,520.53,1418.34
169,47.91,9074.86,520.94,1413.27
170,48.0,9083.68,521.31,1419.16
171,47.83,9078.7,520.27,1415.78
172,47.91,9081.78,520.85,1423.8
173,47.83,9082.74,520.0,1418.06
174,47.88,9076.85,520.55,1421.7
175,47.99,9070.9,520.75,1420.72
176,47.95,9077.87,520.15,1416.46
177,47.86,9074.41,520.26,1418.51
178,48.0,9076.28,520.36,1424.81
179,48.01,9079.75,520.54,1420.42
180,48.0,9075.72,520.29,1428.6
181,48.02,9084.08,520.51,1421.07
182,48.11,9078.44,520.08,1429.24
183,47.95,9075.21,520.51,1418.55
184,48.15,9090.3,519.85,1425.71
185,48.08,9074.53,519.62,1427.6
186,48.07,9079.22,520.02,1427.48
187,48.02,9081.77,519.93,1425.84
188,48.1,9080.41,519.68,1423.73
189,48.24,9084.58,520.35,1428.0
190,48.03,9084.54,519.68,1428.14
191,48.12,9084.0,520.18,1422.36
192,48.05,9079.75,519.87,1438.96
1,47.13,9071.34,522.49,1403.72
2,47.2,9068.79,522.53,1398.95
3,47.03,9072.93,522.4,1396.16
4,47.21,9074.0,522.43,1399.46
5,47.45,9068.84,522.16,1402.37
6,47.14,9068.47,522.52,1394.36
7,47.24,9076.48,522.55,1394.63
8,47.22,9071.25,522.6,1397.04
9,47.33,9077.86,522.57,1393.75
10,47.26,9077.97,522.29,1395.36
11,47.21,9064.09,521.71,1395.97
12,47.22,9074.9,522.52,1401.5
13,47.18,9074.75,523.07,1396.11
14,47.0,9076.98,522.68,1395.27
15,47.34,9068.15,521.74,1399.03
16,47.22,9068.3,522.23,1396.88
17,47.06,9070.49,522.62,1406.43
18,47.2,9067.69,522.26,1400.46
19,47.15,9070.81,522.32,1390.08
20,47.33,9071.12,521.62,1394.04
21,47.15,9079.16,522.02,1396.32
22,47.14,9072.85,522.33,1404.5
23,47.17,9070.83,522.41,1391.76
24,47.3,9071.34,522.31,1406.04
25,47.18,9074.31,522.57,1397.36
26,47.24,9076.04,522.29,1405.01
27,47.18,9070.97,522.41,1403.04
28,47.0,9069.58,522.6,1396.93
29,47.12,9073.6,522.35,1394.31
30,47.25,9073.33,522.51,1398.59
31,47.09,9075.67,522.1,1401.2
32,47.26,9080.29,522.09,1395.14
33,47.25,9068.15,522.58,1395.86
34,47.25,9078.64,522.47,1394.74
35,47.23,9074.8,522.22,1400.39
36,47.21,9079.73,522.41,1397.19
37,47.12,9066.42,522.26,1403.56
38,47.21,9074.13,522.53,1401.91
39,47.18,9074.44,522.39,1392.69
40,47.15,9069.2,522.25,1400.18
41,47.42,9069.24,522.64,1400.5
42,47.13,9069.85,522.65,1396.96
43,47.14,9071.84,522.6,1401.41
44,47.09,9074.08,522.27,1394.7
45,47.23,9079.61,522.57,1398.05
46,47.31,9062.84,521.68,1401.57
47,47.14,9074.87,522.51,1403.25
48,47.26,9069.51,521.92,1392.41
49,47.24,9062.9,522.28,1403.24
50,47.47,9072.56,522.37,1404.79
51,47.23,9072.97,522.43,1403.06
52,47.37,9074.14,522.51,1394.36
53,47.4,9072.92,521.63,1405.98
54,47.3,9079.19,522.57,1395.67
55,47.21,9077.01,522.66,1405.3
56,47.12,9070.34,521.88,1404.08
57,47.3,9074.2,521.97,1407.04
58,47.31,9065.63,521.87,1406.97
59,47.41,9069.23,522.06,1402.79
60,47.28,9071.75,521.72,1401.7
61,47.42,9072.21,522.11,1397.41
62,47.31,9069.02,522.0,1399.12
63,47.32,9058.36,522.33,1395.48
64,47.25,9076.76,522.7,1400.19
65,47.11,9074.89,521.91,1407.63
66,47.29,9078.16,521.51,1396.07
67,47.27,9074.27,522.27,1396.55
